11934,18,,,,,,,,,,,,,,,,
"Lever_position","ship_speed","gt_torque","gt_revs","gg_revs","star_prop_torque","port_prop_torque","hp_exit_temp","gt_in_airT","gt_out_airT","HP_exit_pres","GT_in_pres","GT_out_pres","gas_exhaust_pres","turb_injec","fuel_flow","GT_compre_coef","GT_turb_coef"
7.148,21,38990,2678.1,9126.5,332.21,332.21,836.22,288,693.22,2.972,0.998,15.635,1.035,44.744,0.886,0.968,0.981
8.206,24,50995,3087.5,9309.8,437.99,437.99,933.74,288,734.98,3.584,0.998,18.565,1.041,61.151,1.211,0.968,0.981
9.3,27,72766,3560.4,9762.2,644.85,644.85,1089.5,288,781.63,4.513,0.998,22.764,1.05,90.505,1.792,0.968,0.981
1.138,3,5642.6,1323.7,6644.9,6.125,6.125,631,288,570.78,1.275,0.998,6.954,1.019,29.954,0.296,0.968,0.982
2.088,6,2902.4,1357.3,6793.4,24.611,24.611,511.29,288,560.12,1.199,0.998,6.488,1.019,13.734,0.145,0.968,0.982
3.144,9,8377.7,1386.7,7088.6,60.341,60.341,591.93,288,582.58,1.39,0.998,7.531,1.02,12.542,0.248,0.968,0.982
4.161,12,14722,1547.5,7765.2,113.78,113.78,646.82,288,608.74,1.66,0.998,8.96,1.022,17.478,0.346,0.968,0.982
5.14,15,21632,1924.3,8483.7,175.26,175.26,714.92,288,639.84,2.082,0.998,11.144,1.026,25.544,0.506,0.968,0.982
6.175,18,29789,2307.5,8816.1,246.2,246.2,783.03,288,670.4,2.506,0.998,13.294,1.03,34.784,0.689,0.968,0.982
7.148,21,38990,2678.1,9127,332.17,332.17,835.19,288,693.05,2.971,0.998,15.618,1.035,44.663,0.884,0.968,0.982
8.206,24,50995,3087.5,9310.2,437.98,437.98,932.67,288,734.81,3.583,0.998,18.543,1.041,61.052,1.209,0.968,0.982
9.3,27,72766,3560.4,9763,644.75,644.75,1088.6,288,781.48,4.512,0.998,22.736,1.05,90.4,1.79,0.968,0.982
1.138,3,3592.5,1312.9,6638.4,5.526,5.526,576.59,288,562.32,1.21,0.998,6.575,1.019,32.33,0.234,0.968,0.983
2.088,6,2850.7,1359.3,6797.3,24.984,24.984,508.04,288,559.74,1.198,0.998,6.471,1.019,12.673,0.141,0.968,0.983
3.144,9,8377.9,1386.8,7091.1,60.34,60.34,591.12,288,582.43,1.39,0.998,7.523,1.02,12.509,0.248,0.968,0.983
4.161,12,14722,1547.5,7767.2,113.77,113.77,645.94,288,608.58,1.66,0.998,8.951,1.022,17.435,0.345,0.968,0.983
5.14,15,21632,1924.3,8484.6,175.29,175.29,713.95,288,639.66,2.082,0.998,11.132,1.026,25.488,0.505,0.968,0.983
6.175,18,29790,2307.5,8817.1,246.26,246.26,781.92,288,670.17,2.506,0.998,13.28,1.03,34.711,0.687,0.968,0.983
7.148,21,38990,2678.1,9127.5,332.16,332.16,834.16,288,692.88,2.971,0.998,15.601,1.035,44.581,0.883,0.968,0.983
8.206,24,50995,3087.5,9310.7,438.09,438.09,931.61,288,734.65,3.582,0.998,18.523,1.041,60.953,1.207,0.968,0.983
9.3,27,72768,3560.4,9763.8,645.08,645.08,1087.8,288,781.33,4.51,0.998,22.709,1.05,90.294,1.787,0.968,0.983
1.138,3,1520.4,1317.4,6641.1,5.75,5.75,510.97,288,552.86,1.141,0.998,6.179,1.019,26.702,0.155,0.968,0.984
2.088,6,2827.7,1361.7,6801.3,25.406,25.406,505.57,288,559.51,1.198,0.998,6.462,1.019,11.248,0.137,0.968,0.984
3.144,9,8377.9,1386.8,7093.7,60.336,60.336,590.31,288,582.29,1.39,0.998,7.516,1.02,12.475,0.247,0.968,0.984
4.161,12,14722,1547.5,7769.2,113.77,113.77,645.06,288,608.42,1.659,0.998,8.942,1.022,17.393,0.344,0.968,0.984
5.14,15,21632,1924.3,8485.5,175.26,175.26,712.98,288,639.48,2.082,0.998,11.121,1.026,25.432,0.503,0.968,0.984
6.175,18,29790,2307.5,8818.1,246.18,246.18,780.82,288,669.95,2.505,0.998,13.267,1.03,34.639,0.686,0.968,0.984
7.148,21,38989,2678.1,9128,332.19,332.19,833.13,288,692.71,2.97,0.998,15.584,1.035,44.5,0.881,0.968,0.984
8.206,24,50995,3087.5,9311.1,438.08,438.08,930.55,288,734.49,3.582,0.998,18.502,1.041,60.855,1.205,0.968,0.984
9.3,27,72769,3560.4,9764.7,644.84,644.84,1086.9,288,781.18,4.509,0.998,22.682,1.05,90.187,1.785,0.968,0.984
1.138,3,402.07,1349.3,6662.7,7.488,7.488,454.89,288,546.23,1.1,0.998,5.919,1.019,6.786,0.077,0.968,0.985
2.088,6,2826.6,1363.6,6805,25.756,25.756,503.98,288,559.37,1.198,0.998,6.457,1.019,10.015,0.134,0.968,0.985
3.144,9,8378,1386.8,7096.3,60.334,60.334,589.51,288,582.14,1.39,0.998,7.509,1.02,12.441,0.246,0.968,0.985
4.161,12,14722,1547.5,7771.2,113.78,113.78,644.18,288,608.26,1.659,0.998,8.933,1.022,17.35,0.343,0.968,0.985
5.14,15,21633,1924.3,8486.4,175.27,175.27,712.01,288,639.3,2.081,0.998,11.11,1.026,25.376,0.502,0.968,0.985
6.175,18,29790,2307.5,8819.1,246.18,246.18,779.72,288,669.73,2.505,0.998,13.253,1.03,34.567,0.684,0.968,0.985
7.148,21,38989,2678.1,9128.6,332.28,332.28,832.11,288,692.54,2.97,0.998,15.567,1.035,44.419,0.879,0.968,0.985
8.206,24,50995,3087.5,9311.5,438.11,438.11,929.5,288,734.32,3.581,0.998,18.481,1.041,60.758,1.203,0.968,0.985
9.3,27,72769,3560.4,9765.5,644.75,644.75,1086,288,781.04,4.508,0.998,22.655,1.05,90.08,1.783,0.968,0.985
1.138,3,1028.5,1378.4,6685.2,9.15,9.15,469.54,288,549.91,1.129,0.998,6.064,1.019,0,0.089,0.968,0.986
2.088,6,2832,1363.8,6807.7,25.799,25.799,503.38,288,559.26,1.198,0.998,6.452,1.019,9.982,0.134,0.968,0.986
3.144,9,8378.1,1386.8,7098.8,60.34,60.34,588.7,288,581.99,1.39,0.998,7.502,1.02,12.408,0.246,0.968,0.986
4.161,12,14722,1547.5,7773.2,113.78,113.78,643.31,288,608.1,1.659,0.998,8.924,1.022,17.308,0.343,0.968,0.986
5.14,15,21633,1924.3,8487.4,175.27,175.27,711.04,288,639.12,2.081,0.998,11.098,1.026,25.321,0.501,0.968,0.986
6.175,18,29791,2307.5,8820.2,246.23,246.23,778.62,288,669.51,2.505,0.998,13.239,1.03,34.494,0.683,0.968,0.986
7.148,21,38988,2678.1,9129.1,332.27,332.27,831.08,288,692.37,2.969,0.998,15.55,1.035,44.338,0.878,0.968,0.986
8.206,24,50995,3087.5,9311.9,438.09,438.09,928.45,288,734.16,3.58,0.998,18.46,1.041,60.66,1.201,0.968,0.986
9.3,27,72770,3560.4,9766.3,644.83,644.83,1085.1,288,780.89,4.507,0.998,22.628,1.05,89.973,1.781,0.968,0.986
1.138,3,1781.7,1399.6,6702.6,10.415,10.415,491.16,288,554.2,1.161,0.998,6.237,1.019,0,0.113,0.968,0.987
2.088,6,2840.6,1366.1,6811.6,26.222,26.222,501.96,288,559.18,1.199,0.998,6.449,1.019,8.845,0.132,0.968,0.987
3.144,9,8378.2,1386.8,7101.4,60.348,60.348,587.9,288,581.85,1.389,0.998,7.494,1.02,12.374,0.245,0.968,0.987
4.161,12,14722,1547.5,7775.1,113.78,113.78,642.44,288,607.94,1.659,0.998,8.915,1.022,17.266,0.342,0.968,0.987
5.14,15,21633,1924.3,8488.3,175.28,175.28,710.08,288,638.94,2.081,0.998,11.087,1.026,25.265,0.5,0.968,0.987
6.175,18,29791,2307.4,8821.2,246.24,246.24,777.53,288,669.29,2.504,0.998,13.226,1.03,34.423,0.682,0.968,0.987
7.148,21,38988,2678.1,9129.6,332.24,332.24,830.06,288,692.2,2.968,0.998,15.533,1.035,44.258,0.876,0.968,0.987
8.206,24,50995,3087.5,9312.3,437.96,437.96,927.41,288,734,3.579,0.998,18.44,1.041,60.563,1.199,0.968,0.987
9.3,27,72772,3560.4,9767.1,645.12,645.12,1084.2,288,780.75,4.505,0.998,22.601,1.05,89.868,1.779,0.968,0.987
1.138,3,2360.4,1409.3,6712.1,11.001,11.001,507.96,288,557.2,1.184,0.998,6.361,1.019,0,0.133,0.968,0.988
2.088,6,2900.7,1369.8,6816.6,26.881,26.881,501.45,288,559.36,1.201,0.998,6.456,1.019,6.753,0.13,0.968,0.988
3.144,9,8378.3,1386.8,7103.9,60.343,60.343,587.1,288,581.7,1.389,0.998,7.487,1.02,12.341,0.244,0.968,0.988
4.161,12,14723,1547.5,7777.1,113.78,113.78,641.57,288,607.78,1.659,0.998,8.906,1.022,17.224,0.341,0.968,0.988
5.14,15,21633,1924.3,8489.2,175.26,175.26,709.12,288,638.76,2.081,0.998,11.076,1.026,25.209,0.499,0.968,0.988
6.175,18,29792,2307.4,8822.2,246.21,246.21,776.44,288,669.07,2.504,0.998,13.212,1.03,34.351,0.68,0.968,0.988
7.148,21,38987,2678.1,9130.1,332.26,332.26,829.05,288,692.03,2.968,0.998,15.516,1.035,44.177,0.875,0.968,0.988
8.206,24,50995,3087.5,9312.7,438.01,438.01,926.36,288,733.84,3.578,0.998,18.419,1.041,60.466,1.197,0.968,0.988
9.3,27,72772,3560.4,9767.9,645.11,645.11,1083.4,288,780.6,4.504,0.998,22.574,1.05,89.761,1.777,0.968,0.988
1.138,3,3047.6,1415.1,6719.1,11.367,11.367,528.04,288,560.57,1.21,0.998,6.503,1.019,0,0.157,0.968,0.989
2.088,6,2947.7,1371.7,6820.4,27.242,27.242,501.36,288,559.45,1.203,0.998,6.461,1.019,5.693,0.129,0.968,0.989
3.144,9,8378.4,1386.8,7106.5,60.346,60.346,586.3,288,581.55,1.389,0.998,7.48,1.02,12.307,0.244,0.968,0.989
4.161,12,14723,1547.5,7779.1,113.78,113.78,640.7,288,607.62,1.658,0.998,8.897,1.022,17.182,0.34,0.968,0.989
5.14,15,21633,1924.3,8490.1,175.26,175.26,708.16,288,638.58,2.08,0.998,11.064,1.026,25.154,0.498,0.968,0.989
6.175,18,29792,2307.4,8823.2,246.21,246.21,775.35,288,668.85,2.504,0.998,13.199,1.03,34.279,0.679,0.968,0.989
7.148,21,38987,2678.1,9130.6,332.25,332.25,828.03,288,691.86,2.967,0.998,15.499,1.035,44.097,0.873,0.968,0.989
8.206,24,50995,3087.5,9313.1,438,438,925.33,288,733.68,3.577,0.998,18.399,1.041,60.369,1.195,0.968,0.989
9.3,27,72772,3560.4,9768.7,645.12,645.12,1082.5,288,780.46,4.503,0.998,22.547,1.05,89.656,1.775,0.968,0.989
1.138,3,3668.4,1416.7,6723.1,11.479,11.479,545.71,288,563.21,1.232,0.998,6.617,1.019,0,0.178,0.968,0.99
2.088,6,2940.5,1371.2,6822.5,27.135,27.135,500.75,288,559.26,1.203,0.998,6.452,1.019,5.864,0.129,0.968,0.99
3.144,9,8378.5,1386.8,7109.1,60.353,60.353,585.51,288,581.41,1.389,0.998,7.473,1.02,12.274,0.243,0.968,0.99
4.161,12,14723,1547.5,7781.1,113.77,113.77,639.84,288,607.46,1.658,0.998,8.889,1.022,17.14,0.339,0.968,0.99
5.14,15,21633,1924.3,8491,175.28,175.28,707.21,288,638.4,2.08,0.998,11.053,1.026,25.099,0.497,0.968,0.99
6.175,18,29792,2307.4,8824.3,246.21,246.21,774.26,288,668.63,2.503,0.998,13.185,1.03,34.208,0.677,0.968,0.99
7.148,21,38987,2678.1,9131.1,332.17,332.17,827.02,288,691.69,2.967,0.998,15.482,1.035,44.017,0.872,0.968,0.99
8.206,24,50994,3087.5,9313.6,438.01,438.01,924.29,288,733.52,3.577,0.998,18.378,1.041,60.273,1.193,0.968,0.99
9.3,27,72774,3560.4,9769.5,644.78,644.78,1081.6,288,780.32,4.502,0.998,22.52,1.05,89.553,1.773,0.968,0.99
1.138,3,4024.4,1416,6725.4,11.432,11.432,555.73,288,564.6,1.244,0.998,6.678,1.019,0,0.19,0.968,0.991
2.088,6,2955.5,1371.5,6825.2,27.203,27.203,500.36,288,559.23,1.204,0.998,6.451,1.02,6.039,0.129,0.968,0.991
3.144,9,8378.7,1386.8,7111.6,60.355,60.355,584.71,288,581.26,1.389,0.998,7.466,1.02,12.24,0.242,0.968,0.991
4.161,12,14723,1547.5,7783.1,113.78,113.78,638.97,288,607.3,1.658,0.998,8.88,1.023,17.098,0.338,0.968,0.991
5.14,15,21633,1924.3,8491.9,175.26,175.26,706.25,288,638.22,2.08,0.998,11.042,1.026,25.044,0.496,0.968,0.991
6.175,18,29792,2307.4,8825.3,246.29,246.29,773.18,288,668.41,2.503,0.998,13.172,1.03,34.136,0.676,0.968,0.991
7.148,21,38986,2678.1,9131.6,332.2,332.2,826.01,288,691.53,2.966,0.998,15.465,1.035,43.937,0.87,0.968,0.991
8.206,24,50994,3087.5,9314,437.99,437.99,923.26,288,733.36,3.576,0.998,18.358,1.041,60.177,1.191,0.968,0.991
9.3,27,72775,3560.4,9770.3,645.14,645.14,1080.8,288,780.18,4.501,0.998,22.493,1.05,89.449,1.771,0.968,0.991
1.138,3,5796.8,1401.2,6719.4,10.556,10.556,605.36,288,571.41,1.298,0.998,6.986,1.019,0,0.25,0.968,0.992
2.088,6,3009.1,1373.2,6828.9,27.522,27.522,500.55,288,559.33,1.206,0.998,6.456,1.02,4.817,0.129,0.968,0.992
3.144,9,8378.7,1386.8,7114.2,60.355,60.355,583.92,288,581.12,1.389,0.998,7.458,1.02,12.207,0.242,0.968,0.992
4.161,12,14723,1547.5,7785.1,113.78,113.78,638.11,288,607.14,1.658,0.998,8.871,1.023,17.057,0.338,0.968,0.992
5.14,15,21634,1924.3,8492.8,175.27,175.27,705.3,288,638.04,2.079,0.998,11.031,1.026,24.989,0.495,0.968,0.992
6.175,18,29793,2307.4,8826.3,246.25,246.25,772.11,288,668.2,2.503,0.998,13.158,1.03,34.065,0.674,0.968,0.992
7.148,21,38986,2678.1,9132.1,332.19,332.19,825.01,288,691.36,2.965,0.998,15.448,1.035,43.857,0.868,0.968,0.992
8.206,24,50994,3087.5,9314.4,438.02,438.02,922.23,288,733.21,3.575,0.998,18.337,1.041,60.081,1.189,0.968,0.992
9.3,27,72775,3560.4,9771.1,644.9,644.9,1079.9,288,780.04,4.5,0.998,22.467,1.05,89.345,1.769,0.968,0.992
1.138,3,6635.1,1388.1,6714.1,9.781,9.781,628.72,288,573.97,1.32,0.998,7.106,1.019,0,0.28,0.968,0.993
2.088,6,3166.9,1377.1,6834,28.247,28.247,503.07,288,560.04,1.212,0.998,6.486,1.02,3.209,0.13,0.968,0.993
3.144,9,8378.8,1386.8,7116.7,60.344,60.344,583.12,288,580.97,1.389,0.998,7.451,1.02,12.174,0.241,0.968,0.993
4.161,12,14723,1547.5,7787.1,113.79,113.79,637.25,288,606.98,1.657,0.998,8.862,1.023,17.015,0.337,0.968,0.993
5.14,15,21634,1924.3,8493.7,175.28,175.28,704.35,288,637.86,2.079,0.998,11.02,1.026,24.934,0.494,0.968,0.993
6.175,18,29793,2307.4,8827.4,246.23,246.23,771.03,288,667.98,2.502,0.998,13.145,1.03,33.994,0.673,0.968,0.993
7.148,21,38985,2678.1,9132.6,332.24,332.24,824,288,691.19,2.965,0.998,15.432,1.035,43.777,0.867,0.968,0.993
8.206,24,50994,3087.5,9314.8,438.11,438.11,921.2,288,733.05,3.574,0.998,18.317,1.041,59.985,1.188,0.968,0.993
9.3,27,72776,3560.4,9771.9,644.84,644.84,1079.1,288,779.9,4.498,0.998,22.44,1.05,89.242,1.767,0.968,0.993
1.138,3,7193.3,1373.3,6707.6,8.914,8.914,647.03,288,575.38,1.331,0.998,7.173,1.019,5.026,0.307,0.968,0.994
2.088,6,3304.3,1379.9,6838.3,28.764,28.764,505.79,288,560.53,1.217,0.998,6.507,1.02,1.641,0.133,0.968,0.994
3.144,9,8379,1386.8,7119.3,60.346,60.346,582.33,288,580.82,1.389,0.998,7.444,1.02,12.141,0.24,0.968,0.994
4.161,12,14723,1547.5,7789.1,113.79,113.79,636.39,288,606.83,1.657,0.998,8.853,1.023,16.974,0.336,0.968,0.994
5.14,15,21634,1924.3,8494.6,175.28,175.28,703.41,288,637.69,2.079,0.998,11.008,1.026,24.879,0.492,0.968,0.994
6.175,18,29793,2307.3,8828.4,246.22,246.22,769.96,288,667.76,2.502,0.998,13.131,1.03,33.923,0.672,0.968,0.994
7.148,21,38985,2678.1,9133.1,332.24,332.24,823,288,691.03,2.964,0.998,15.415,1.035,43.698,0.865,0.968,0.994
8.206,24,50994,3087.5,9315.2,437.97,437.97,920.18,288,732.89,3.573,0.998,18.296,1.041,59.89,1.186,0.968,0.994
9.3,27,72777,3560.4,9772.7,645.13,645.13,1078.2,288,779.76,4.497,0.998,22.414,1.05,89.139,1.765,0.968,0.994
1.138,3,6619.6,1334.7,6685.2,6.715,6.715,641.65,288,572.51,1.304,0.998,7.036,1.019,24.684,0.312,0.968,0.995
2.088,6,3434.2,1382,6842.2,29.161,29.161,508.41,288,560.88,1.222,0.998,6.522,1.02,0.422,0.136,0.968,0.995
3.144,9,8379,1386.8,7121.9,60.354,60.354,581.54,288,580.68,1.389,0.998,7.437,1.02,12.107,0.24,0.968,0.995
4.161,12,14723,1547.5,7791.2,113.78,113.78,635.54,288,606.67,1.657,0.998,8.844,1.023,16.932,0.335,0.968,0.995
5.14,15,21634,1924.3,8495.5,175.29,175.29,702.46,288,637.51,2.079,0.998,10.997,1.026,24.824,0.491,0.968,0.995
6.175,18,29794,2307.3,8829.4,246.29,246.29,768.89,288,667.55,2.502,0.998,13.118,1.03,33.853,0.67,0.968,0.995
7.148,21,38985,2678.1,9133.6,332.24,332.24,822.01,288,690.86,2.964,0.998,15.398,1.035,43.619,0.864,0.968,0.995
8.206,24,50994,3087.5,9315.6,437.99,437.99,919.16,288,732.74,3.573,0.998,18.276,1.041,59.794,1.184,0.968,0.995
9.3,27,72777,3560.4,9773.5,644.92,644.92,1077.4,288,779.63,4.496,0.998,22.387,1.05,89.035,1.762,0.968,0.995
1.138,3,6040.4,1326.3,6682.1,6.255,6.255,627.6,288,570.04,1.286,0.998,6.921,1.019,27.501,0.297,0.968,0.996
2.088,6,3570.6,1384,6846,29.548,29.548,511.5,288,561.4,1.227,0.998,6.545,1.02,0,0.14,0.968,0.996
3.144,9,8379.2,1386.8,7124.4,60.362,60.362,580.76,288,580.53,1.388,0.998,7.43,1.02,12.074,0.239,0.968,0.996
4.161,12,14723,1547.5,7793.2,113.77,113.77,634.69,288,606.51,1.657,0.998,8.835,1.023,16.891,0.334,0.968,0.996
5.14,15,21634,1924.3,8496.4,175.32,175.32,701.52,288,637.33,2.078,0.998,10.986,1.026,24.77,0.49,0.968,0.996
6.175,18,29794,2307.3,8830.4,246.24,246.24,767.83,288,667.33,2.501,0.998,13.104,1.03,33.782,0.669,0.968,0.996
7.148,21,38984,2678.1,9134.1,332.21,332.21,821.01,288,690.7,2.963,0.998,15.382,1.035,43.54,0.862,0.968,0.996
8.206,24,50994,3087.5,9316,438.09,438.09,918.14,288,732.58,3.572,0.998,18.256,1.041,59.699,1.182,0.968,0.996
9.3,27,72778,3560.4,9774.3,645.11,645.11,1076.5,288,779.49,4.495,0.998,22.361,1.05,88.932,1.76,0.968,0.996
1.138,3,4040.2,1311.9,6673.6,5.457,5.457,577.59,288,562.28,1.223,0.998,6.575,1.019,31.994,0.24,0.968,0.997
2.088,6,3543.1,1383.5,6848.2,29.446,29.446,510.09,288,561.23,1.226,0.998,6.538,1.02,0,0.138,0.968,0.997
3.144,9,8379.3,1386.8,7127,60.357,60.357,579.97,288,580.39,1.388,0.998,7.423,1.02,12.041,0.238,0.968,0.997
4.161,12,14723,1547.5,7795.2,113.79,113.79,633.84,288,606.35,1.657,0.998,8.827,1.023,16.849,0.334,0.968,0.997
5.14,15,21634,1924.3,8497.3,175.33,175.33,700.58,288,637.16,2.078,0.998,10.975,1.026,24.715,0.489,0.968,0.997
6.175,18,29794,2307.3,8831.5,246.28,246.28,766.77,288,667.12,2.501,0.998,13.091,1.03,33.712,0.667,0.968,0.997
7.148,21,38984,2678.1,9134.6,332.17,332.17,820.02,288,690.53,2.962,0.998,15.365,1.036,43.461,0.86,0.968,0.997
8.206,24,50994,3087.5,9316.4,437.96,437.96,917.13,288,732.43,3.571,0.998,18.235,1.041,59.605,1.18,0.968,0.997
9.3,27,72779,3560.4,9775.1,645.13,645.13,1075.7,288,779.35,4.494,0.998,22.334,1.05,88.83,1.758,0.968,0.997
1.138,3,2478.1,1310.8,6673.6,5.389,5.389,532.51,288,555.42,1.173,0.998,6.285,1.019,30.303,0.187,0.968,0.998
2.088,6,3710,1385.7,6852.1,29.857,29.857,513.98,288,561.79,1.232,0.998,6.561,1.02,0,0.143,0.968,0.998
3.144,9,8379.4,1386.8,7129.6,60.364,60.364,579.19,288,580.24,1.388,0.998,7.416,1.02,12.008,0.238,0.968,0.998
4.161,12,14723,1547.5,7797.2,113.79,113.79,632.99,288,606.2,1.656,0.998,8.818,1.023,16.808,0.333,0.968,0.998
5.14,15,21635,1924.3,8498.2,175.28,175.28,699.65,288,636.98,2.078,0.998,10.964,1.026,24.661,0.488,0.968,0.998
6.175,18,29795,2307.3,8832.5,246.24,246.24,765.71,288,666.9,2.501,0.998,13.078,1.03,33.642,0.666,0.968,0.998
7.148,21,38984,2678.1,9135.1,332.1,332.1,819.03,288,690.37,2.962,0.998,15.349,1.036,43.382,0.859,0.968,0.998
8.206,24,50994,3087.5,9316.8,437.99,437.99,916.12,288,732.27,3.57,0.998,18.215,1.041,59.51,1.178,0.968,0.998
9.3,27,72779,3560.4,9775.8,645.06,645.06,1074.8,288,779.22,4.492,0.998,22.308,1.05,88.727,1.756,0.968,0.998
1.138,3,1548.6,1315.1,6677.6,5.604,5.604,501.57,288,550.82,1.141,0.998,6.099,1.019,26.367,0.149,0.968,0.999
2.088,6,3962.1,1388.6,6856.5,30.404,30.404,520.14,288,562.88,1.241,0.998,6.609,1.02,0,0.151,0.968,0.999
3.144,9,8379.5,1386.8,7132.1,60.364,60.364,578.41,288,580.1,1.388,0.998,7.409,1.02,11.975,0.237,0.968,0.999
4.161,12,14723,1547.5,7799.2,113.78,113.78,632.14,288,606.04,1.656,0.998,8.809,1.023,16.767,0.332,0.968,0.999
5.14,15,21635,1924.3,8499.1,175.32,175.32,698.71,288,636.81,2.077,0.998,10.953,1.026,24.606,0.487,0.968,0.999
6.175,18,29795,2307.3,8833.5,246.29,246.29,764.65,288,666.69,2.5,0.998,13.064,1.03,33.572,0.665,0.968,0.999
7.148,21,38983,2678.1,9135.6,332.2,332.2,818.04,288,690.2,2.961,0.998,15.332,1.036,43.304,0.857,0.968,0.999
8.206,24,50994,3087.5,9317.2,438.1,438.1,915.11,288,732.12,3.569,0.998,18.195,1.041,59.416,1.176,0.968,0.999
9.3,27,72780,3560.4,9776.6,644.93,644.93,1074,288,779.09,4.491,0.998,22.282,1.05,88.625,1.754,0.968,0.999
1.138,3,431.23,1333.3,6690.1,6.576,6.576,454.46,288,544.34,1.1,0.998,5.848,1.019,14.454,0.086,0.968,1
2.088,6,3913.4,1388.1,6858.6,30.319,30.319,518.13,288,562.47,1.239,0.998,6.591,1.02,0,0.149,0.968,1
3.144,9,8379.6,1386.8,7134.7,60.358,60.358,577.63,288,579.95,1.388,0.998,7.402,1.02,11.942,0.236,0.968,1
4.161,12,14723,1547.5,7801.2,113.79,113.79,631.3,288,605.88,1.656,0.998,8.8,1.023,16.726,0.331,0.968,1
5.14,15,21635,1924.3,8500,175.32,175.32,697.78,288,636.63,2.077,0.998,10.942,1.026,24.552,0.486,0.968,1
6.175,18,29795,2307.3,8834.5,246.27,246.27,763.6,288,666.48,2.5,0.998,13.051,1.03,33.502,0.663,0.968,1
7.148,21,38983,2678.1,9136.1,332.09,332.09,817.06,288,690.04,2.961,0.998,15.316,1.036,43.225,0.856,0.968,1
8.206,24,50994,3087.5,9317.6,437.95,437.95,914.11,288,731.97,3.569,0.998,18.175,1.042,59.322,1.174,0.968,1
9.3,27,72781,3560.4,9777.4,644.83,644.83,1073.1,288,778.95,4.49,0.998,22.256,1.05,88.524,1.752,0.968,1
1.138,3,3273.8,1324.7,6624.4,6.178,6.178,569.55,288,562.26,1.203,0.998,6.581,1.019,28.385,0.221,0.969,0.975
2.088,6,3353.9,1348.3,6767.9,23.006,23.006,533.63,288,562.95,1.214,0.998,6.617,1.019,19.555,0.174,0.969,0.975
3.144,9,8376.9,1386.7,7068.5,60.324,60.324,597.18,288,583.4,1.391,0.998,7.583,1.02,12.763,0.253,0.969,0.975
4.161,12,14721,1547.5,7749.1,113.77,113.77,652.58,288,609.66,1.661,0.998,9.025,1.022,17.758,0.352,0.969,0.975
5.14,15,21630,1924.3,8476.5,175.27,175.27,721.27,288,640.87,2.084,0.998,11.226,1.026,25.915,0.513,0.969,0.975
6.175,18,29762,2306.8,8806.9,245.92,245.92,790.2,288,671.67,2.508,0.998,13.387,1.03,35.246,0.698,0.969,0.975
7.148,21,38994,2678.1,9123,332.32,332.32,841.81,288,693.95,2.976,0.998,15.742,1.035,45.202,0.895,0.969,0.975
8.206,24,50993,3087.4,9306.9,437.94,437.94,939.41,288,735.68,3.59,0.998,18.695,1.041,61.703,1.222,0.969,0.975
9.3,27,72760,3560.4,9755.9,645.02,645.02,1093.8,288,782.19,4.521,0.998,22.935,1.05,91.068,1.803,0.969,0.975
1.138,3,1536.1,1329.5,6627.6,6.421,6.421,511.69,288,553.82,1.143,0.998,6.226,1.019,22.721,0.151,0.969,0.976
2.088,6,3216.4,1350.1,6771.5,23.318,23.318,527.94,288,562.15,1.209,0.998,6.583,1.019,18.517,0.167,0.969,0.976
3.144,9,8377,1386.7,7071,60.328,60.328,596.36,288,583.25,1.391,0.998,7.575,1.02,12.729,0.252,0.969,0.976
4.161,12,14721,1547.5,7751.1,113.77,113.77,651.68,288,609.49,1.661,0.998,9.016,1.022,17.715,0.351,0.969,0.976
5.14,15,21631,1924.3,8477.4,175.28,175.28,720.28,288,640.69,2.084,0.998,11.214,1.026,25.858,0.512,0.969,0.976
6.175,18,29762,2306.9,8808,245.92,245.92,789.07,288,671.44,2.508,0.998,13.373,1.03,35.172,0.696,0.969,0.976
7.148,21,38994,2678.1,9123.5,332.21,332.21,840.76,288,693.78,2.976,0.998,15.724,1.035,45.119,0.893,0.969,0.976
8.206,24,50994,3087.4,9307.3,437.94,437.94,938.36,288,735.51,3.589,0.998,18.674,1.041,61.605,1.22,0.969,0.976
9.3,27,72762,3560.4,9756.8,644.96,644.96,1092.9,288,782.03,4.52,0.998,22.908,1.05,90.961,1.801,0.969,0.976
1.138,3,768.36,1342.2,6637,7.11,7.11,477.89,288,549.48,1.115,0.998,6.052,1.019,13.666,0.106,0.969,0.977
2.088,6,3095.4,1351.8,6775.1,23.625,23.625,522.78,288,561.49,1.205,0.998,6.554,1.019,17.297,0.16,0.969,0.977
3.144,9,8377.1,1386.7,7073.6,60.335,60.335,595.54,288,583.1,1.391,0.998,7.568,1.02,12.695,0.251,0.969,0.977
4.161,12,14721,1547.5,7753,113.76,113.76,650.79,288,609.33,1.661,0.998,9.007,1.022,17.673,0.35,0.969,0.977
5.14,15,21631,1924.3,8478.3,175.28,175.28,719.29,288,640.5,2.084,0.998,11.203,1.026,25.802,0.511,0.969,0.977
6.175,18,29763,2306.9,8809,245.98,245.98,787.94,288,671.22,2.507,0.998,13.36,1.03,35.099,0.695,0.969,0.977
7.148,21,38993,2678.1,9124,332.2,332.2,839.71,288,693.6,2.975,0.998,15.707,1.035,45.037,0.892,0.969,0.977
8.206,24,50994,3087.5,9307.7,438.05,438.05,937.31,288,735.34,3.588,0.998,18.653,1.041,61.508,1.218,0.969,0.977
